Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
CHINA|PUERTO QUETZAL|26/07/2019| 8711209000|2019|SUZUKI|GIXXERDXA|155|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|425045.4|51005.45|
JAPON|SANTO TOMAS DE CASTILLA|09/07/2019| 8703236900|2013|SCION|XD|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18801.13|2256.14|
ALEMANIA REP. FED.|SANTO TOMAS DE CASTILLA|09/07/2019| 8703249000|2012|AUDI|Q5 4X4|3200|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|28971.63|3476.6|
ESTADOS UNIDOS|TECUN UMAN|09/07/2019| 8701200000|2005|FREIGHTLINER|COLUMBIA 120|14000|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|48538.86|5824.66|
JAPON|EL CARMEN|09/07/2019| 8703237900|2006|TOYOTA|RAV4 2WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|31335.22|3760.23|
JAPON|EL CARMEN|09/07/2019| 8703247000|2007|TOYOTA|4RUNNER 4WD SR5|4000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|7|4|0|36711.36|4405.36|
JAPON|EL CARMEN|09/07/2019| 8703237900|2007|HONDA|CR-V 4WD EX|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|28439.78|3412.77|
CANADA|EL CARMEN|09/07/2019| 8703237900|2014|TOYOTA|RAV4 XLE 2WD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|56679.88|6801.59|
COREA DEL SUR|PUERTO QUETZAL|09/07/2019| 8703327900|2002|HYUNDAI|TERRACAN EX250 4X2|2500|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|14054.77|1686.57|
COREA DEL SUR|PUERTO QUETZAL|09/07/2019| 8703327900|2006|KIA|SORENTO TLX 4X2|2500|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|14054.77|1686.57|
JAPON|PUERTO BARRIOS|09/07/2019| 8703249000|2000|NISSAN|PATHFINDER SE 4WD|3300|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|18238.55|2188.63|
ESTADOS UNIDOS|EL CARMEN|09/07/2019| 8703236900|2008|HONDA|CIVIC LX|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|13578.59|1629.43|
JAPON|ADUANA INTEGRADA CORINTO|11/07/2019| 8703249000|2003|NISSAN|MURANO SL AWD|3500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|17854.54|2142.54|
JAPON|EL CARMEN|10/07/2019| 8704315100|1995|TOYOTA|DX XTRA CAB 4X4|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|29858.54|3583.02|
CANADA|SANTO TOMAS DE CASTILLA|09/07/2019| 8703236900|2010|HONDA|CIVIC LX|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|16437.24|1972.47|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DH125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|89150.53|10698.06|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|77632|9315.84|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|175145.27|21017.43|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|175145.27|21017.43|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|175145.27|21017.43|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|175145.27|21017.43|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|175145.27|21017.43|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|175145.27|21017.43|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|175145.27|21017.43|
CHINA|PUERTO QUETZAL|09/07/2019| 8711209000|2020|HAOJUE|DM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|175145.27|21017.43|
JAPON|TECUN UMAN|19/07/2019| 8703236900|2014|MAZDA|CX-5 SPORT 4X2|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|20062.65|2407.52|
JAPON|EL CARMEN|19/07/2019| 8703236900|2003|TOYOTA|RAV4 2WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|25116.6|3013.99|
COREA DEL SUR|EL CARMEN|19/07/2019| 8703236900|2014|KIA|RIO LX|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23967.98|2876.16|
JAPON|SANTO TOMAS DE CASTILLA|19/07/2019| 8703236900|2011|MAZDA|MAZDA3 I|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|13076.94|1569.23|
ESTADOS UNIDOS|EL CARMEN|19/07/2019| 8703248000|2006|TOYOTA|SIENNA LIMITED AWD|3300|LIVIANO|MICROBUS|OCASIONAL|GASOLINA|7|4|0|53067.62|6368.11|
ESTADOS UNIDOS|TECUN UMAN|19/07/2019| 8701200000|1998|VOLVO|VNL64T|14000|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|40737.9|4888.55|
JAPON|EL CARMEN|19/07/2019| 8703237900|2007|MITSUBISHI|OUTLANDER ES 2WD|3000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|16731.64|2007.8|
CANADA|TECUN UMAN|19/07/2019| 8703237900|2010|TOYOTA|RAV4 2WD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|31610.16|3793.22|
REINO UNIDO|PUERTO BARRIOS|19/07/2019| 8703237900|2004|HONDA|CR-V EX REALTIME 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|12867.82|1544.14|
JAPON|PUERTO BARRIOS|19/07/2019| 8703237900|2004|HONDA|CR-V LX 2WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|15294.17|1835.3|
JAPON|EL CARMEN|19/07/2019| 8703236900|1999|TOYOTA|RAV4 2WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|4|4|0|22053.6|2646.43|
TAILANDIA|SANTO TOMAS DE CASTILLA|19/07/2019| 8703225900|2018|MITSUBISHI|MIRAGE G4|1200|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|25172.65|3020.72|
CANADA|TECUN UMAN|19/07/2019| 8703236900|2003|TOYOTA|MATRIX 2WD|1800|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|5|4|0|18990.6|2278.87|
JAPON|SANTO TOMAS DE CASTILLA|19/07/2019| 8703236900|2005|MAZDA|MAZDA3 I|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|9807.73|1176.93|
CANADA|SANTO TOMAS DE CASTILLA|19/07/2019| 8703237900|2015|TOYOTA|RAV-4 LIMITED FWD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|60309.4|7237.13|
JAPON|SANTO TOMAS DE CASTILLA|19/07/2019| 8703236900|2012|MAZDA|MAZDA3 I TOURING|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|10702.89|1284.35|
JAPON|PUERTO BARRIOS|19/07/2019| 8703236900|2005|MAZDA|MAZDA3 I|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|15849.49|1901.94|
JAPON|EL CARMEN|20/07/2019| 8704315100|1991|TOYOTA|XTRA CAB DLX 4X2|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|29838.67|3580.64|
CANADA|TECUN UMAN|20/07/2019| 8701200000|2003|STERLING|LT9500|12000|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|36909.15|4429.1|
ESTADOS UNIDOS|TECUN UMAN|20/07/2019| 87163900|1988|SUMMIT|SIN LINEA|0||GONDOLA|OCASIONAL|OTROS|0|1|20|56052.9|6726.35|
JAPON|PUERTO QUETZAL|23/07/2019| 8703236900|2000|TOYOTA|RAV4|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|8270.1|992.41|
JAPON|G1, INTEGRADA|22/07/2019| 8703237900|2004|HONDA|CR-V EX 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|12811|1537.32|
JAPON|EL CARMEN|20/07/2019| 8704315100|1994|TOYOTA|XTRA CAB 4X4 DLX|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|29838.6|3580.63|
BRASIL|PUERTO BARRIOS|20/07/2019| 8711209000|2006|YAMAHA|TT-R 125LE|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|9752.21|1170.27|
JAPON|PUERTO BARRIOS|20/07/2019| 8703236900|2015|SUBARU|WRX|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|50998.95|6119.87|
JAPON|EL CARMEN|20/07/2019| 8704315100|1994|TOYOTA|XTRA CAB 4X2 DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|28491.57|3418.99|
JAPON|SANTO TOMAS DE CASTILLA|20/07/2019| 8703237900|2008|HONDA|CR-V EX-L 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|18888.07|2266.57|
JAPON|SANTO TOMAS DE CASTILLA|20/07/2019| 8704315100|1991|TOYOTA|DLX X/C 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|2|1|21578.84|2589.46|
COREA DEL SUR|PUERTO QUETZAL|17/07/2019| 8703226900|2011|HYUNDAI|SONATA Y20|2000|LIVIANO|AUTOMOVIL|OCASIONAL|OTROS|5|4|0|29302.84|3516.34|
COREA DEL SUR|PUERTO QUETZAL|17/07/2019| 8703236900|2010|HYUNDAI|SONATA Y20|2000|LIVIANO|AUTOMOVIL|OCASIONAL|OTROS|5|4|0|26694.73|3203.37|
COREA DEL SUR|PUERTO QUETZAL|17/07/2019| 8703236900|2011|HYUNDAI|SONATA Y20|2000|LIVIANO|AUTOMOVIL|OCASIONAL|OTROS|5|4|0|27216.35|3265.96|
JAPON|SANTO TOMAS DE CASTILLA|16/07/2019| 8703226900|2007|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|12179.32|1461.52|
JAPON|TECUN UMAN|16/07/2019| 8703226900|2012|MAZDA|MAZDA2|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|17704.44|2124.53|
JAPON|TECUN UMAN|16/07/2019| 8703226900|2007|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|12795.06|1535.41|
ESTADOS UNIDOS|EL CARMEN|16/07/2019| 8704315100|1993|TOYOTA|4X4 DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|29850.39|3582.05|
ESTADOS UNIDOS|TECUN UMAN|15/07/2019| 8703236900|2014|MITSUBISHI|OUTLANDER SPORT ES AWC|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|34365.63|4123.88|
JAPON|EL CARMEN|16/07/2019| 8703237900|2007|HONDA|CR-V EX-L 2WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|24800.02|2976|
ESTADOS UNIDOS|EL CARMEN|16/07/2019| 8703236900|2009|HONDA|CIVIC EX|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|11721.14|1406.54|
JAPON|TECUN UMAN|16/07/2019| 8703226900|2011|HONDA|FIT|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19775.58|2373.07|
MEXICO|EL CARMEN|16/07/2019| 8703236900|2016|HONDA|HR-V LX 2WD|1800|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|50305.76|6036.69|
JAPON|EL CARMEN|16/07/2019| 8703237900|2008|MAZDA|MAZDA3 s GRAND TOURING|2300|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|69685.45|8362.25|
JAPON|TECUN UMAN|16/07/2019| 8704315100|1991|TOYOTA|XTRACAB DLX 4WD|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|15188.38|1822.61|
JAPON|PUERTO QUETZAL|07/08/2019| 8703225900|1995|ROVER|MINI|1300|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|4|2|0|15336.54|1840.38|
JAPON|TECUN UMAN|26/07/2019| 8704315100|1990|TOYOTA|XTRACAB 4WD|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|16717.33|2006.08|
MEXICO|PUERTO QUETZAL|26/07/2019| 8704215100|2015|DODGE|RAM 3500|6700|LIVIANO|PICK UP|OCASIONAL|DIESEL|5|4|1|306982.17|36837.86|
JAPON|EL CARMEN|26/07/2019| 8711409000|2004|HONDA|SHADOW VT600CD VLX|583|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|22645.08|2717.41|
ESTADOS UNIDOS|EL CARMEN|26/07/2019| 8704315100|2001|CHEVROLET|S10 LS CREW CAB 4X4|4300|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|4|1|11947.52|1433.7|
JAPON|TECUN UMAN|26/07/2019| 8703237900|2005|TOYOTA|RAV4 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|39186.04|4702.32|
JAPON|G8, CENTRALSA|29/07/2019| 8703226900|2009|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|5|0|16395.25|1967.43|
JAPON|EL CARMEN|26/07/2019| 8704315100|1992|TOYOTA|XTRA CAB 4X4 DLX|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|29848.26|3581.79|
JAPON|EL CARMEN|26/07/2019| 8704315100|1991|MAZDA|B2600i CAB PLUS 4X2|2600|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|12116.23|1453.95|
JAPON|EL CARMEN|26/07/2019| 8704315100|1986|TOYOTA|1TON 4X2 LONG BED|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|28501.28|3420.15|
BRASIL|EL CARMEN|26/07/2019| 8711209000|2006|HONDA|CRF230F|223|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10369.88|1244.39|
ESTADOS UNIDOS|EL CARMEN|26/07/2019| 8704315100|2000|TOYOTA|Tacoma Xtracab 4WD  SR5|3400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|33588.03|4030.56|
JAPON|TECUN UMAN|26/07/2019| 8704219900|2001|ISUZU|NQR|4750|PESADO|CAMION FURGON|OCASIONAL|DIESEL|3|2|3.4|36962.17|4435.46|
ESTADOS UNIDOS|PUERTO BARRIOS|26/07/2019| 8703237900|2007|HONDA|CR-V EX 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|24281.62|2913.79|
JAPON|TECUN UMAN|26/07/2019| 8703226900|2011|MAZDA|MAZDA2 SPORT|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|21226.41|2547.17|
